T0,Ts,Td
1855.337952,0.252308,5.399053
1866.930233,0.176870,4.153313
1877.077188,0.374077,6.167206
1889.005816,0.257419,4.937570
1901.777176,0.276722,4.781298
1913.251760,0.221041,4.391127
1922.923144,0.247083,4.591465
1933.928108,0.190455,4.306515
1944.049271,0.170668,4.154513
1954.372754,0.135029,3.805842
