T0,Ts,Td
1855.666995,0.229917,4.990172
1867.061846,0.169075,4.042790
1878.420861,0.269940,4.755287
1889.342803,0.237023,4.590400
1901.621188,0.287858,4.909000
1913.547149,0.209872,4.206769
1923.183070,0.240242,4.499271
1933.789723,0.194890,4.404500
1943.979660,0.175070,4.253943
1954.257015,0.140983,3.913862
