T0,Ts,Td
1855.213115,0.228114,5.041917
1866.286754,0.213448,4.941019
1878.414565,0.312126,5.255304
1889.989979,0.286082,5.200232
1902.521574,0.281995,4.893868
1913.174725,0.269773,4.949367
1923.044964,0.274867,5.052649
1933.492420,0.222685,4.965492
1943.456107,0.212616,4.995131
1953.374431,0.185256,4.828322
