T0,Ts,Td
1855.681497,0.229545,4.981349
1867.060875,0.169312,4.045315
1878.516526,0.261655,4.641936
1889.447484,0.228293,4.457230
1901.545506,0.291446,4.970139
1913.647048,0.203854,4.112202
1923.152744,0.241621,4.521880
1933.749279,0.197532,4.452131
1943.996598,0.174466,4.239886
1954.273852,0.140198,3.896917
