T0,Ts,Td
1855.670155,0.230098,4.991942
1867.062251,0.169025,4.040037
1878.550085,0.259719,4.613816
1889.444320,0.228446,4.458316
1901.571218,0.288709,4.926989
1913.643441,0.203965,4.114894
1923.165690,0.241997,4.524237
1933.778138,0.195885,4.423670
1943.990558,0.174821,4.244020
1954.262392,0.140749,3.907962
