T0,Ts,Td
1855.636204,0.232093,5.022795
1867.015575,0.170835,4.075674
1878.380443,0.271132,4.775759
1889.388624,0.233480,4.535924
1901.673215,0.283203,4.849956
1913.446336,0.216404,4.314311
1923.093359,0.245012,4.568948
1933.772863,0.195848,4.421443
1943.970977,0.175977,4.268418
1954.279597,0.139822,3.888940
