T0,Ts,Td
1855.620434,0.233590,5.049332
1867.004955,0.172212,4.100208
1878.398601,0.269911,4.755173
1889.346498,0.236092,4.577262
1901.678968,0.283290,4.852474
1913.506472,0.213140,4.258963
1923.148655,0.242096,4.527272
1933.792282,0.194817,4.405638
1943.963069,0.176064,4.271513
1954.273509,0.140300,3.899800
