T0,Ts,Td
1855.645472,0.231355,5.023612
1866.992227,0.171636,4.093659
1878.505853,0.261857,4.631871
1889.381806,0.229318,4.471624
1901.663550,0.281681,4.819036
1913.679763,0.200638,4.060983
1923.242115,0.235408,4.441621
1933.872369,0.191158,4.329466
1943.979252,0.174509,4.237119
1954.278238,0.140441,3.902637
