T0,Ts,Td
1855.673261,0.229852,4.984533
1867.071450,0.168778,4.036577
1878.507165,0.263161,4.656214
1889.439417,0.229039,4.467051
1901.564596,0.291155,4.964531
1913.640719,0.204343,4.118437
1923.159787,0.242016,4.527282
1933.744599,0.197638,4.455716
1943.990339,0.174943,4.247696
1954.267163,0.140682,3.906247
