T0,Ts,Td
1855.645243,0.230847,5.007516
1867.045619,0.170198,4.062621
1878.405926,0.269478,4.747434
1889.343647,0.236310,4.580508
1901.604554,0.288693,4.923581
1913.524208,0.211636,4.233856
1923.208188,0.239229,4.482452
1933.813128,0.193848,4.386938
1943.979536,0.175450,4.255124
1954.274681,0.140064,3.893865
