T0,Ts,Td
1855.961705,0.221730,4.795508
1867.075371,0.180947,4.278588
1877.603403,0.303379,5.241511
1889.252908,0.248484,4.717120
1902.471043,0.216031,4.001406
1913.032016,0.247996,4.737443
1922.321829,0.303330,5.480033
1933.609345,0.222322,5.014815
1944.063070,0.169026,4.093394
1954.160563,0.152520,4.170924
