T0,Ts,Td
1855.673162,0.229898,4.988626
1867.064683,0.169235,4.044180
1878.509894,0.262411,4.651507
1889.457502,0.228484,4.458079
1901.550821,0.290351,4.951751
1913.642778,0.203956,4.116985
1923.169609,0.241024,4.507256
1933.759515,0.196927,4.443738
1943.996161,0.174508,4.238942
1954.261685,0.140830,3.910408
