T0,Ts,Td
1855.725079,0.228784,4.948470
1866.970594,0.175205,4.149464
1878.154288,0.282504,4.849130
1889.032979,0.254463,4.747123
1901.769843,0.278008,4.825373
1913.663149,0.210524,4.203868
1923.042212,0.241491,4.537805
1933.714638,0.205734,4.577458
1943.870051,0.183479,4.441294
1954.188355,0.147222,4.007214
