T0,Ts,Td
1855.304301,0.254157,5.324052
1866.542436,0.199555,4.617508
1878.407118,0.300582,5.175903
1889.551369,0.257625,4.887176
1902.164230,0.272211,4.673618
1912.981603,0.242181,4.766725
1922.896704,0.261359,4.846520
1933.426607,0.217693,4.834458
1943.616732,0.195032,4.580496
1953.749041,0.164075,4.410198
