T0,Ts,Td
1855.663144,0.230659,5.000851
1867.092588,0.167313,4.009098
1878.462448,0.265131,4.687079
1889.465843,0.227521,4.440838
1901.513727,0.293093,4.990213
1913.684243,0.201984,4.080037
1923.153616,0.242299,4.532396
1933.749525,0.197170,4.451026
1943.991954,0.174416,4.239897
1954.270745,0.140312,3.899274
