T0,Ts,Td
1855.507182,0.234403,5.051860
1866.491366,0.195604,4.600805
1878.866076,0.275165,4.687780
1889.563051,0.217154,4.231138
1901.811499,0.283174,4.959344
1913.087139,0.240097,4.616748
1922.992504,0.246866,4.725079
1933.066357,0.245052,5.293199
1943.736403,0.180729,4.365040
1953.359872,0.181556,4.760306
