T0,Ts,Td
1855.413593,0.247993,5.293937
1866.555333,0.194105,4.513075
1877.973083,0.312095,5.342301
1888.404165,0.318491,5.793573
1901.455041,0.300976,5.086002
1913.230419,0.229680,4.525839
1923.263035,0.231012,4.371733
1934.035578,0.180200,4.135487
1943.543301,0.198255,4.690844
1953.965560,0.153267,4.190276
