T0,Ts,Td
1855.555571,0.239642,5.157384
1866.726867,0.187621,4.384023
1878.055148,0.301595,5.196711
1888.147663,0.322133,5.837319
1901.323741,0.308355,5.207461
1913.239159,0.230148,4.520955
1923.381154,0.226121,4.285478
1933.949791,0.185182,4.228304
1943.590591,0.195565,4.643811
1954.178475,0.145479,4.009742
