T0,Ts,Td
1854.517405,0.302892,6.188011
1866.987431,0.162832,3.930384
1875.716975,0.529610,8.592881
1886.335013,0.642820,15.681184
1896.021856,0.722363,10.204338
1913.374535,0.226222,4.500381
1922.922957,0.257021,4.693055
1934.059572,0.196005,4.351039
1943.817839,0.179733,4.337223
1954.497882,0.126657,3.587149
