T0,Ts,Td
1855.369758,0.241888,5.155682
1866.913002,0.177828,4.243709
1878.245727,0.284750,4.997593
1889.034404,0.254306,4.917294
1901.417374,0.292746,5.029691
1913.457664,0.217004,4.401975
1922.787922,0.277135,5.037468
1933.801023,0.207545,4.573504
1943.976051,0.177261,4.273207
1954.124449,0.146901,4.015286
