T0,Ts,Td
1855.665372,0.230439,4.996525
1867.078422,0.168226,4.025057
1878.508704,0.263267,4.656825
1889.424662,0.229924,4.480584
1901.573226,0.289663,4.941953
1913.655806,0.203536,4.109027
1923.148008,0.242397,4.530399
1933.760006,0.196914,4.444122
1944.004441,0.174482,4.238034
1954.275222,0.140163,3.895336
