T0,Ts,Td
1854.972950,0.280960,5.778841
1866.739362,0.184425,4.306522
1876.060702,0.572124,9.308314
1887.050838,0.378530,6.622497
1900.063454,0.400557,6.287710
1913.995502,0.191412,3.930836
1922.488127,0.279171,5.080333
1933.713673,0.200051,4.489107
1944.224010,0.161278,4.047875
1954.063697,0.150208,4.109814
