T0,Ts,Td
1855.511971,0.241264,5.158073
1867.038131,0.170319,4.047331
1877.901686,0.342489,5.725505
1886.837963,0.406792,7.044814
1901.369482,0.313730,5.291365
1912.949972,0.245918,4.764423
1923.371339,0.226785,4.318081
1933.812697,0.191832,4.342243
1943.878299,0.181701,4.375306
1954.293483,0.138320,3.867509
