T0,Ts,Td
1855.673662,0.230248,4.999064
1867.096066,0.165863,3.992904
1878.578232,0.255065,4.560128
1888.984499,0.260328,4.974916
1901.702987,0.278534,4.770757
1913.832114,0.192288,3.931421
1923.282098,0.238202,4.447769
1933.890742,0.190210,4.324715
1943.986747,0.172788,4.224271
1954.337427,0.137766,3.841312
