T0,Ts,Td
1855.623205,0.233260,5.039625
1867.036164,0.170868,4.072965
1878.464064,0.267781,4.717655
1889.167041,0.249033,4.779490
1901.719432,0.281510,4.831863
1913.606335,0.207466,4.164381
1923.332539,0.231371,4.372821
1933.868717,0.191601,4.352432
1944.006802,0.175665,4.254505
1954.276873,0.139736,3.888211
